name,track_number,duration_ms,duration,explicit,popularity,external_url,diva_id,diva_name,album_id,album_name,diva_popularity,diva_followers,diva_image_url,album_total_tracks,release_date,release_year,decada,album_image_url,temas_principales,emocion_alegria,emocion_tristeza,emocion_miedo,emocion_ira,emocion_sorpresa,emocion_asco,emocion_principal,resumen,tono_general,energia_emocional,valencia,activacion
Shadows,8,172426,2:52,FALSE,45,https://open.spotify.com/track/65RTUeyKsXuiIocxEzYhMY,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,7iOAJaGBmk67o337zaqt0R,EVOLution,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,10,2016-10-14,2016,Años 2010,https://i.scdn.co/image/ab67616d0000b273d6641a0296d8d09e416e0acd,"aceptación, apoyo, vulnerabilidad",0.8,0.3,0.4,0,0,0,alegría,"Un mensaje de aceptación incondicional hacia las inseguridades y miedos ('sombras') de otra persona. La letra ofrece consuelo y solidaridad, asegurando que sus luchas son comprendidas y compartidas, y que no está sola en su sentir.",positivo,alta,0.8,0.7
Space,9,186293,3:06,FALSE,41,https://open.spotify.com/track/4uiZziAgyMvmKr4tujpcXm,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,7iOAJaGBmk67o337zaqt0R,EVOLution,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,10,2016-10-14,2016,Años 2010,https://i.scdn.co/image/ab67616d0000b273d6641a0296d8d09e416e0acd,"presión, libertad, espacio",0.1,0.4,0.8,0.2,0,0,miedo,"La letra describe la sensación de estar bajo presión y escrutinio constante. La cantante expresa una necesidad desesperada de libertad y espacio personal, sintiéndose abrumada por las expectativas y la falta de privacidad. Es un ruego por un respiro para poder ser ella misma.",negativo,alta,-0.7,0.8
All We Have Is Love,10,182293,3:02,FALSE,43,https://open.spotify.com/track/4WFWvM4zjMgjQxmP21ezfO,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,7iOAJaGBmk67o337zaqt0R,EVOLution,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,10,2016-10-14,2016,Años 2010,https://i.scdn.co/image/ab67616d0000b273d6641a0296d8d09e416e0acd,"amor, resiliencia, unidad",0.9,0.05,0.1,0.05,0.1,0,alegría,"Celebra un amor poderoso que es suficiente para superar cualquier adversidad, crítica o pérdida material. La relación es la única posesión verdaderamente valiosa, una fuente de éxtasis y fortaleza inquebrantable frente a las dificultades externas.",positivo,alta,0.9,0.8
Eyes Wide Open,1,192720,3:13,FALSE,52,https://open.spotify.com/track/4pbrp5dxpqjfaf4GiS6YuO,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"Determinación, incertidumbre, esperanza",0.4,0.3,0.5,0,0,0,miedo,"La letra describe la determinación de seguir adelante hacia un sueño, a pesar de la soledad y la incertidumbre del futuro. Es un himno sobre mantenerse alerta, tener fe y valorar el presente mientras se navega por un camino desconocido, buscando fuerza en los recuerdos.",neutro,alta,0.2,0.7
Can't Blame a Girl for Trying,2,169306,2:49,FALSE,59,https://open.spotify.com/track/5K7fGxZQB0K5sPKhLe9e07,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"Amor juvenil, errores, optimismo",0.7,0.5,0.1,0,0.2,0,alegría,"La letra describe la autoconciencia de una joven sobre sus errores impulsivos en el amor. A pesar de la frustración y el llanto, mantiene una actitud optimista y resiliente, justificando que no se la puede culpar por seguir intentándolo y estando lista para enamorarse de nuevo.",positivo,alta,0.4,0.7
The Middle of Starting Over,3,212760,3:33,FALSE,47,https://open.spotify.com/track/5wX5skuafFdeF31vpM6Krl,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"renacimiento, optimismo, superación",0.9,0.1,0,0,0.1,0,alegría,"La letra describe el proceso de dejar atrás un pasado problemático para abrazar un nuevo comienzo. Con optimismo y fe, la protagonista se reinventa, viendo esta segunda oportunidad como un paraíso y una forma de transformar las dificultades en algo positivo.",positivo,alta,0.8,0.7
We'll Be The Stars,4,186880,3:07,FALSE,47,https://open.spotify.com/track/7lqkNvVxJdYDCSAwSJNzHs,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"juventud, sueños, inmortalidad",0.9,0.05,0.1,0,0.3,0,alegría,"La letra celebra el optimismo y la audacia de la juventud. Habla de perseguir sueños sin miedo, con la convicción de que su espíritu es invencible y su legado perdurará eternamente, como las estrellas en el cielo, enfatizando la fuerza de la unión y la autenticidad.",positivo,alta,0.85,0.75
Two Young Hearts,5,233600,3:54,FALSE,41,https://open.spotify.com/track/47hRbUwwBU3E2wyIA8OE4x,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"Amor juvenil, desafío, determinación",0.8,0.1,0.1,0.2,0,0,alegría,"La letra narra un amor juvenil juzgado por los demás. Los protagonistas se sienten como 'almas viejas', desafiando las críticas y decididos a permanecer juntos, convencidos de que su amor es verdadero a pesar de su corta edad.",positivo,alta,0.8,0.7
Your Love's Like,6,209080,3:29,FALSE,43,https://open.spotify.com/track/1fVnTuUKlhkFqZ6HXV56s6,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"amor, escape, felicidad",0.9,0.1,0,0.05,0.2,0,alegría,"La letra describe cómo el amor de una persona es un refugio idílico que contrasta con las dificultades de la vida. Este amor se compara con sensaciones y lugares perfectos, como una isla privada o París de noche, generando una felicidad y paz inmensas.",positivo,alta,0.9,0.8
Too Young,7,254346,4:14,FALSE,44,https://open.spotify.com/track/694MyEbGgAtoEVYqdtfvp2,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"Amor juvenil, desafío, validación",0.5,0.3,0.1,0.6,0.1,0,ira,"La letra expresa la frustración de una persona a quien le dicen que es demasiado joven para el amor. Defiende la autenticidad e intensidad de sus sentimientos, desafiando el escepticismo de los demás y afirmando que lo que siente es real.",positivo,alta,-0.2,0.7
Seamless,8,186440,3:06,FALSE,43,https://open.spotify.com/track/75s1b4uRCk6UPOPBLNdDIA,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"amistad, lealtad, conexión",0.9,0,0,0,0,0,alegría,"La letra celebra una amistad profunda e inquebrantable. Describe un vínculo de confianza absoluta, lealtad y apoyo mutuo, donde dos personas se sienten perfectamente conectadas para enfrentar juntas cualquier desafío, como si fueran una sola.",positivo,alta,0.9,0.8
Right Now,9,215226,3:35,FALSE,40,https://open.spotify.com/track/3hqJdqziOPbu422kXaOyII,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"presente, carpe diem, juventud",0.8,0.1,0.3,0,0,0,alegría,"La letra es un llamado a vivir en el presente y apreciar el ahora. Anima a dejar atrás el pasado y los miedos para aprovechar la juventud y cada momento, reconociendo que el tiempo avanza rápidamente y no se puede recuperar.",positivo,alta,0.7,0.6
Darling I'm a Mess,10,179053,2:59,FALSE,40,https://open.spotify.com/track/6rdKHwxWa9aqWyoGf1r20v,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"dependencia, amor, ruptura",0.1,0.8,0.5,0,0,0,tristeza,"La letra describe la desesperación y el desorden emocional de alguien que se siente perdido sin su amor. A pesar de reconocer que la relación no funciona, se aferra a la conexión, anhelando un último beso de despedida para poder seguir adelante.",negativo,alta,-0.7,0.6
White Flag,11,198386,3:18,FALSE,40,https://open.spotify.com/track/6xQdHOX1Tq3IrKsQdLs0nc,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"resiliencia, lucha, esperanza",0.7,0.4,0.1,0.2,0,0,alegría,"La letra describe una lucha personal y la sensación de agotamiento, simbolizada por una rendición temporal (bandera blanca). Sin embargo, prevalece un mensaje de resiliencia y esperanza, con la convicción de que la derrota no será permanente y que vendrán tiempos mejores.",positivo,alta,0.4,0.7
Best Thing I Got,12,199280,3:19,FALSE,41,https://open.spotify.com/track/66g4mn8jSks0Hu1zEcc81G,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,91,26470974,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,12,2015-04-10,2015,Años 2010,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,"amor, felicidad, devoción",0.9,0,0,0,0.2,0,alegría,"La letra celebra un amor nuevo y emocionante, considerándolo lo mejor que le ha pasado. Expresa una devoción total y un optimismo inquebrantable sobre el futuro de la relación, viéndola como una fuente de inmensa felicidad que apenas comienza pero que nunca terminará.",positivo,alta,0.9,0.8
Miss possessive,1,139098,2:19,TRUE,68,https://open.spotify.com/track/0UD2KrDv5s5iPYNaQyRAan,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"Celos, posesividad, confrontación",0,0.1,0.2,0.9,0.1,0.4,ira,"La cantante advierte agresivamente a otra mujer que se aleje de su pareja. Asume su rol de ""Miss Posesiva"" y deja claro que es una batalla que la otra persona no ganará, amenazando con una confrontación directa para proteger su relación.",negativo,alta,-0.8,0.8
Revolving door,2,180032,3:00,TRUE,68,https://open.spotify.com/track/3gZqHdjeKghI5QFjTdOWCU,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"relación tóxica, adicción, conflicto interno",0.1,0.8,0.2,0.5,0,0.3,tristeza,"La letra describe la lucha de alguien atrapado en un ciclo adictivo con una pareja. A pesar de los intentos de alejarse, la persona siempre regresa, sintiéndose exhausta y herida por la incapacidad de romper este patrón de ""puerta giratoria"".",negativo,alta,-0.7,0.6
bloodonmyhands (feat. Flo Milli),3,162403,2:42,TRUE,68,https://open.spotify.com/track/5Y6a6AaahaBi5ljf6hk7dF,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"venganza, desamor, empoderamiento",0.7,0.2,0,0.9,0.1,0.6,ira,"Tras una traición, la narradora se venga de su exnovio presumiendo su nueva vida y felicidad. Disfruta deliberadamente causarle dolor, reafirmando su independencia y poder mientras él se lamenta por haberla perdido.",negativo,alta,-0.7,0.8
Dear god,4,171014,2:51,FALSE,68,https://open.spotify.com/track/16h03SmAjgMQacOa7j9bFy,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"desamor, memoria, súplica",0.1,0.9,0.2,0.1,0,0,tristeza,"La narradora reza desesperadamente a Dios para que borre los recuerdos de un amor pasado. Lucha con memorias íntimas y el dolor que le provocan, anhelando liberarse de sentimientos que persisten a pesar de intentar seguir adelante con su vida.",negativo,alta,-0.8,0.7
Purple lace bra,5,191132,3:11,FALSE,67,https://open.spotify.com/track/68piyqlWly58RgPI2L1hAK,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"frustración, sexualización, invisibilidad",0,0.6,0.2,0.8,0,0.3,ira,"La letra explora la frustración de una mujer que se siente ignorada por su pareja. Cuestiona si debe usar su sexualidad para ser escuchada, lamentando que su voz y sus pensamientos solo sean reconocidos en un contexto físico, lo que la lleva a la desesperación.",negativo,alta,-0.8,0.7
Sports car,6,165045,2:45,FALSE,69,https://open.spotify.com/track/3pjpG96WxzRnxNFxZC56vV,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"deseo, seducción, atracción",0.9,0,0,0,0.2,0,alegría,"La letra describe una intensa y directa atracción física. La narradora propone un encuentro sexual apasionado y sin compromisos, utilizando un coche deportivo como escenario y símbolo de la excitación y la urgencia del momento.",positivo,alta,0.9,0.9
Signs,7,173765,2:54,TRUE,65,https://open.spotify.com/track/5Dg1VGthgPfQasqbX5GHDE,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"Comunicación, Relaciones, Frustración",0.1,0.4,0.1,0.8,0,0,ira,"La letra describe la frustración de una persona en una relación, quien espera que su pareja entienda sus verdaderos sentimientos a través de señales y comunicación no verbal, en lugar de sus palabras explícitas, lo que genera conflicto y la sensación de no ser comprendida.",negativo,alta,-0.7,0.8
I know love (feat. The Kid LAROI),8,156222,2:36,TRUE,66,https://open.spotify.com/track/4RtFabLO2KuYlxBlgHkg64,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"amor, pasión, adicción",0.8,0,0,0,0.4,0,alegría,"La letra describe la sensación intensa, repentina y casi adictiva de enamorarse. Una amistad evoluciona inesperadamente hacia un romance apasionado, caracterizado por una conexión física y emocional abrumadora pero emocionante.",positivo,alta,0.8,0.9
Like I do,9,182061,3:02,TRUE,65,https://open.spotify.com/track/5KVot2VLi0sFVv7zyOCn0q,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"imitación, desconfianza, obsesión",0.1,0.2,0.6,0.8,0.2,0.7,ira,"La letra expresa la frustración y desconfianza hacia una persona que imita y se obsesiona con la vida de la cantante. Se describe una relación tóxica, marcada por la falsedad y la envidia, generando una mezcla de ira, miedo y desprecio hacia esa falsa amistad.",negativo,alta,-0.8,0.7
It's ok I'm ok,10,156642,2:37,TRUE,65,https://open.spotify.com/track/6gBZsUc90myWngMU5VRYp5,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"superación, desamor, advertencia",0.1,0.3,0,0.5,0,0.7,asco,"La narradora se dirige a la nueva pareja de su ex. Con sarcasmo y desdén, le advierte sobre su verdadera cara, afirmando que está bien, que lo ha superado y que puede quedarse con él, pues ya no lo quiere.",negativo,media,-0.6,0.4
No I'm not in love,11,170097,2:50,FALSE,64,https://open.spotify.com/track/6hQ9Z0D5IEvL5rVb4c2Oov,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"negación, amor, autoengaño",0.1,0.4,0.7,0.3,0.1,0,miedo,"La narradora niega vehementemente estar enamorada, contradiciendo sus propias acciones y excusas. La letra expone un claro caso de autoengaño y miedo a la vulnerabilidad emocional, utilizando la repetición y la ironía para ocultar sus verdaderos sentimientos de afecto y celos.",negativo,alta,-0.5,0.7
Means I care,12,175892,2:56,TRUE,64,https://open.spotify.com/track/6vyiGZsNWMMc3WTNaMeJ9F,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"Autosabotaje, miedo, amor",0.1,0.7,0.8,0.2,0,0,miedo,"La narradora explica su comportamiento paradójico: aleja a la persona que más le importa como un mecanismo de defensa. Este autosabotaje, nacido del miedo a la intimidad, significa que cortar la relación es la mayor prueba de que sus sentimientos son reales y profundos.",negativo,alta,-0.7,0.6
Greenlight,13,165094,2:45,TRUE,64,https://open.spotify.com/track/0WPC7zoxtjUMCpm3u0Xw7C,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"indecisión, trauma pasado, conflicto interno",0.3,0.7,0.6,0.2,0.1,0,tristeza,"La letra describe la parálisis emocional de una persona que, a pesar de tener una oportunidad clara para avanzar en una nueva relación ('luz verde'), se siente incapaz de hacerlo debido a heridas y traumas pasados que no ha superado.",negativo,alta,-0.6,0.7
2 hands,14,182740,3:03,TRUE,65,https://open.spotify.com/track/08wLOGTbqSoo2CEl5RWl5C,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"Deseo, intimidad, conexión física",0.7,0.1,0.2,0,0,0,alegría,"La cantante expresa un deseo intenso por la conexión física, priorizando el tacto sobre las palabras o los regalos. Rechaza gestos superficiales y demanda la presencia constante de su pareja como la máxima prueba de afecto y seguridad en la relación.",positivo,alta,0.7,0.8
Siren sounds (bonus),15,183747,3:04,FALSE,76,https://open.spotify.com/track/181yGUB8xEh4LfK8KhC4Wa,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"relación tóxica, autodestrucción, pasión",0.4,0.3,0.2,0.7,0,0.1,ira,"La letra describe una relación apasionada y tóxica. A pesar de saber que es destructiva y está llegando a su fin, la pareja elige ignorar las advertencias y disfrutar del caos y la intensidad del momento, aferrándose a una conexión volátil y peligrosa.",negativo,alta,-0.6,0.8
Nostalgia,16,183499,3:03,TRUE,63,https://open.spotify.com/track/3Mk7IafwNuQdFQda1XI5PE,45dkTj5sMRSjrmBSBeiHym,Tate McRae,6KaEpgeZQF6ZVVAmSoZUrb,So Close To What,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,16,2025-02-24,2025,Años 2020,https://i.scdn.co/image/ab67616d0000b27381c06ae612adc448a9636365,"Nostalgia, arrepentimiento, tiempo",0.1,0.8,0.4,0.2,0.5,0.1,tristeza,"La letra explora la nostalgia que surge solo después de una pérdida. Reflexiona sobre el paso del tiempo, los arrepentimientos familiares y los errores personales, destacando cómo el valor de algo o alguien a menudo se comprende únicamente en retrospectiva, generando un sentimiento de melancolía y pesar.",negativo,media,-0.7,0.3
cut my hair,1,175665,2:56,FALSE,63,https://open.spotify.com/track/2byJqu4cw657Y7G6nFogkG,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"Celos, transformación, despecho",0.1,0.4,0,0.8,0,0.2,ira,"Impulsada por los celos hacia la nueva pareja de un ex, la narradora desea una transformación radical. Quiere romper con su imagen de 'niña buena', actuar impulsivamente y demostrar que es mejor, expresando una mezcla de despecho, frustración y un anhelo conflictivo.",negativo,alta,-0.7,0.8
greedy,2,129686,2:10,TRUE,66,https://open.spotify.com/track/4kfSXPK13aXkLzuz02hCSC,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"Autoconfianza, Seducción, Poder",0.8,0,0,0.3,0,0,alegría,"La cantante expresa su autoconfianza y poder en un juego de seducción. Advierte a un pretendiente que no sea 'codicioso', ya que ella conoce su propio valor y no es una conquista fácil, manteniendo el control total de la interacción.",positivo,alta,0.8,0.7
run for the hills,3,143940,2:24,TRUE,83,https://open.spotify.com/track/51hyZpbJlIgZIaX3TtMxmu,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"relación tóxica, conflicto interno, pasión destructiva",0.2,0.8,0.5,0.6,0.1,0,tristeza,"La letra describe una relación intensa y destructiva. La protagonista es consciente de que la relación no tiene futuro y le causa dolor, pero se siente incapaz de alejarse, atrapada en un ciclo de pasión y conflicto del que sabe que debería huir.",negativo,alta,-0.7,0.8
hurt my feelings,4,122416,2:02,TRUE,72,https://open.spotify.com/track/4mFcwFOlSCxp6hjemRXwpd,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"Infidelidad, deseo, conflicto",0.1,0.4,0.1,0.5,0,0.2,ira,"La letra describe a alguien en un triángulo amoroso, consciente de ser la 'otra'. Expresa un deseo intenso y conflictivo por alguien con pareja, mezclando frustración y una atracción tan fuerte que está dispuesta a salir herida.",negativo,alta,-0.7,0.8
grave,5,193159,3:13,TRUE,68,https://open.spotify.com/track/6jDT7DB6k0psPX0nWNDI1K,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"ruptura, decepción, toxicidad",0,0.8,0.1,0.6,0.2,0.4,tristeza,"La letra describe la dolorosa aceptación de que una relación es insalvable. La narradora se da cuenta de que sus esfuerzos por cambiar a su pareja son inútiles y que continuar solo la arrastrará a una situación tóxica, comparada con cavar una tumba.",negativo,media,-0.7,0.5
stay done,6,171190,2:51,TRUE,63,https://open.spotify.com/track/2zScQCfO2BKtR0Yk8dtELN,45dkTj5sMRSjrmBSBeiHym,Tate McRae,0OUOx6rJXtL66AzTnP9KUE,THINK LATER,88,9225051,https://i.scdn.co/image/ab6761610000e5eb5f2d104955a32b1334951632,14,2023-12-08,2023,Años 2020,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49,"relación tóxica, dependencia, conflicto",0.2,0.8,0.2,0.7,0.1,0.4,tristeza,"La letra describe una relación tóxica y cíclica. La narradora es incapaz de terminarla definitivamente a pesar del dolor, la ira y la conciencia de que debería hacerlo, sintiendo una fuerte dependencia emocional que la hace volver una y otra vez.",negativo,alta,-0.7,0.8
